timestamp,title,price,market,surface,location,remote_support,lighting,advertiser_type,description,no_of_rooms,form_of_property,url,is_for_sale,posting_id
"2024-07-08 00:00:00.000","3-pokojowe mieszkanie z 2 balkonami [29A-16]","","[""market"",""primary""]","59.36","ul. Gdyńska, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","true","","developer","
3-pokojowe mieszkanie z dwoma balkonem

Poznaj inwestycję - Apartamenty Gdyńska
Apartamenty Gdyńska to wyjątkowy kompleks mieszkaniowy położony w północnej, zielonej części Krakowa. W pięciu kameralnych segmentach zaprojektowano 96 mieszkań o powierzchniach od 38 do 100 m2. Na parterach zostały zlokalizowane 4 lokale użytkowe.

W kondygnacji podziemnej znajdzie się duża hala garażowa, gdzie dla każdego z mieszkań przewidziano jedno lub dwa miejsca postojowe, a także boksy i komórki lokatorskie. Część miejsc postojowych zostanie wyposażona w stacje ładowania aut elektrycznych.

Budynek ogrzewany będzie z miejskiej sieci ciepłowniczej MPEC.

Wszystkie mieszkania na parterze posiadać będą ogródki, lokale na piętrach I-V przestronne balkony, a położone na najwyższych kondygnacjach penthous’y kilkudziesięciometrowe tarasy.

Części wspólne zostały starannie zaprojektowanie z naciskiem na estetykę, ergonomię i dbałość o detale.

Na terenie kompleksu powstanie ogólnodostępna rowerownia z możliwością ładowania rowerów i hulajnóg elektrycznych, wózkownie, paczkomat oraz plac zabaw.",3,"pełna własność","https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-2-balkonami-29a-16-ID4pSu1",true,"4pSu1"
"2024-07-08 00:00:00.000","Mieszkanie 2 pokojowe ul. Leona Petrażyckiego","415000","[""market"",""secondary""]","28.2","ul. Leona Petrażyckiego, Olszyny, Dębniki, Kraków, małopolskie","","","agency","Wygodne Dwupokojowe Mieszkanie na Poddaszu z Pięknymi WidokamiPowierzchnia całkowita (po podłodze): Więcej niż 28,19 m² (powierzchnia według aktu notarialnego)Powierzchnia użytkowa: 28,19 m²Garaż: 14 m² (w cenie)Opis Nieruchomości:Zapraszamy do zakupu urokliwego, dwupokojowego mieszkania zlokalizowanego na poddaszu, które oferuje więcej przestrzeni niż wskazuje akt notarialny, ze względu na liczne skosy. Powierzchnia użytkowa wynosi 28,19 m², natomiast po podłodze mieszkanie jest bardziej przestronne dzięki dodatkowej przestrzeni w skosach. Do mieszkania przynależy również garaż o powierzchni 14 m².Układ mieszkania:Pokój dzienny: Jasny, z bezpośrednim wyjściem na duży balkon, który oferuje widoki na zieloną okolicę. Idealny do wypoczynku oraz rekreacji, w tym grillowania.Sypialnia: Osobna, zapewniająca intymność i komfort snu.Kuchnia: W pełni wyposażona w sprzęt AGD (zmywarka, piekarnik, płyta indukcyjna, dwie lodówki). Kuchnia jest wykonana na wymiar, z mnóstwem szafek wnękowych, które maksymalizują przestrzeń.Schowek: Praktyczny, na przechowywanie dodatkowych rzeczy.Łazienka: Nowoczesna, w pełni wyposażona.Pomieszczenie gospodarcze: Z miejscem na przechowywanie dodatkowych przedmiotów.Standard wykończenia:Podłogi: Bardzo ładne, wykończone materiałami wysokiej jakości.Szafki wnękowe: Wykonane na zamówienie, dobrze zagospodarowane w skosach, zwiększając funkcjonalność mieszkania.Balkon: Przestronny, z pięknymi widokami na otaczającą zieleń.Dodatkowe udogodnienia:Internet i TV: Router oraz internet w mieszkaniu, TV.Garaż: Ciepły, zamykany na pilota, o powierzchni 14 m²; pomieści samochód oraz rower lub inne potrzebne rzeczy.Wyposażenie: Całe wyposażenie widoczne na zdjęciach pozostaje w mieszkaniu jako gratis dla nabywcy.Infrastruktura budynku:Monitorowany 24h: Teren zamknięty z bramą na pilota, co zapewnia dodatkowe bezpieczeństwo.Małe osiedle: Budynek liczy tylko 12 mieszkań, co gwarantuje kameralność oraz spokój.Niski czynsz: Koszty utrzymania mieszkania są niskie, co czyni ofertę jeszcze bardziej atrakcyjną.Lokalizacja i Okolica:Mieszkanie znajduje się na zamkniętym i monitorowanym osiedlu, co zapewnia spokój i bezpieczeństwo. Otoczone zielenią, z pięknymi widokami, co stanowi idealne miejsce do odpoczynku po pracy.Atuty lokalizacji:Doskonała komunikacja: Łatwy dojazd do centrum miasta.Zieleń: Otoczenie pełne terenów zielonych, idealne do spacerów i rekreacji.Infrastruktura: Bliskość sklepów, szkół i innych punktów usługowych.Idealne dla: Osób szukających gotowego do zamieszkania, dobrze zagospodarowanego mieszkania z pięknymi widokami i pełnym wyposażeniem.Cena: 420000złKontakt: tel:789700351Zapraszamy do kontaktu w celu uzyskania dodatkowych informacji oraz umówienia się na prezentację nieruchomości.Kacper Staromłyński",2,"pełna własność","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-ul-leona-petrazyckiego-ID4rgUc",true,"4rgUc"
"2024-07-08 00:00:00.000","Metro Bemowo 12 min. I  Taras 17 m2  I Garaż","860000","[""market"",""secondary""]","55.04","ul. Wieśniacza, Górce, Bemowo, Warszawa, mazowieckie","","","agency","Ustawne i funkcjonalne 3 pokoje w nowej inwestycji Novelia Bemowo, z prawie 17- sto metrowym, rozciągającym się po całej szerokości mieszkania tarasem. Wyjście na taras jest z każdego pokoju. Stan deweloperski. Nieruchomość jest bardzo jasna dzięki południowo-zachodniej ekspozycji okien a widok na ogródki działkowe i zieleń jest dodatkowym atutem.  Wysokość mieszkania to 268 cm. Jest to oferta idealna dla rodziny ale zakup inwestycyjny, pod wynajem również świetnie się sprawdzi ze względu na funkcjonalny rozkład i dobrą lokalizację.Wymiary pomieszczeń:1. Salon z aneksem kuchennym 21,61 m22. Sypialnia nr 1 - 10,96 m23. Sypialnia nr 2 - 11,43 m24. Łazienka   4,17 m25. Hall  6,87 m26. Taras  16,59 m2Do mieszkania przynależy miejsce w garażu podziemnym płatne dodatkowo 40 000 Pln. Inwestycja Novelia Bemowo to 6 piętrowy kameralny, nowoczesny budynek o wyróżniającej się bryle, która została przełamana uskokami, nadając indywidualnego charakteru nieruchomości. Inwestycję cechuje wysoki standard budynku i części wspólnych. Apartamentowiec wyposażony został w wiele nowoczesnych rozwiązań które ułatwiają życie oraz pozwalają znacznie ograniczyć koszty utrzymania:* w mieszkaniach zainstalowano inteligentne wideodomofony sterowane z poziomu aplikacji mobilnej * panele fotowoltaiczne na osiedlu* retencja wody opadowej z wykorzystaniem do podlewania części wspólnych* oświetlenie LED w częściach wspólnych pozwalające obniżyć koszty zużycia energiiZewnętrzne stojaki na rowery wpisują się doskonale w podejście do ekologicznego przemieszczania się po mieście a bliskość licznych tras rowerowych daje możliwości wyboru takiego środka transportu. Ulica Wieśniacza na której znajduje się inwestycja, położona jest na uboczu ale mimo kameralnego charakteru jest świetnie skomunikowana z innymi częściami Warszawy oraz  blisko komunikacji miejskiej i bogatej infrastruktury usługowo-handlowej. Tuż obok znajdziemy min. Biedronkę, liczne sklepy i lokale usługowe oraz Centrum Handlowe Wola Park. Dla rodzin z dziećmi są przedszkola, szkoły i cała bogata infrastruktura dedykowana tej grupie klientów. Do centrum miasta jest 6,5 km a najbliższy przystanek autobusowy i tramwajowy jest 10 minut spacerem. Do Stacji Metra Bemowo dojdziemy w 12 minut. Zjazd na trasę S8 jest 1,5 km od bloku.Dla miłośników spędzania czasu na powietrzu jest dużo terenów zielonych i rekreacyjnych. Najbliżej jest słynny Lasek na Kole. Pełna własność, można się posiłkować kredytem. Najważniejsze cechy nieruchomości* dla rodziny lub pod wynajem* stan deweloperski - do własnej aranżacji* funkcjonalny rozkład* ustawne* duży, prawie 17 metrowy taras* wyjście na taras z każdego pokoju* południowo-zachodnia ekspozycja okien* ładny widok* nowoczesna, kameralna inwestycja* osiedle zamknięte* nowoczesne rozwiązania zastosowane w inwestycji* wysoki standard budynku i części wspólnych* pełna własność, można się posiłkować kredytemLokalizacja * Bemowo* co centrum miasta 6,5 km* zjazd na trasę S8* najbliższe przystanki tramwajowo-autobusowe 10 minut spacerem* stacja metra Bemowo 12 minut * bogata infrastruktura usługowo-handlowa * tereny zielone w okolicyZapraszam na prezentację, z przyjemnością opowiem Państwu coś więcej o tym wyjątkowym mieszkaniu i inwestycji. Szanowni Państwo, wiem jak ważne jest sfinansowanie zakupu nieruchomości, dlatego współpracuję z doświadczonymi ekspertami kredytowymi, dzięki czemu macie Państwo dostęp do najlepszych ofert kredytowych dostosowanych do indywidualnej sytuacji finansowej, co znacznie ułatwia i przyspiesza proces zakupu. Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego. Treść ma charakter informacyjny i zalecamy ich osobistą weryfikację.",3,"pełna własność","https://www.otodom.pl/pl/oferta/metro-bemowo-12-min-i-taras-17-m2-i-garaz-ID4pddO",true,"4pddO"
"2024-07-08 00:00:00.000","3 pokoje OSTATNIE Terminy DNI OTWARTE! 21/22 pt/sb","388799","[""market"",""primary""]","56","Sielec, Sosnowiec, śląskie","","","agency","OFERTA nowych mieszkań z INWESTYCJI DEWELOPERSKICH

SZEROKI wybór (1-2-3-4-5 pokojowe) – oferta kilku INWESTYCJI w różnych lokalizacjach metrażach
Umowa rezerwacyjna – tylko 1000 zł  ZABEZPIECZ NISKĄ CENE przed podwyżkami
DORADCA KREDYTOWY – bezpłatna konsultacja
RYNEK PIERWOTNY –  BEZ PROWIZJI - BRAK PODATKU PCC – 0 zł 
Wyjątkowe OKAZJE – na miejsca postojowe ZEWNĘTRZNE i w HALI GARAŻOWEJ (w zależności od zasobów na inwestycjach)

✆☎☏ - ZADZWOŃ i umów wizytę 508-122-085


Na sprzedaż funkcjonalne i ustawne mieszkanie dla osób ceniących sobie komfort i spokój. 
Mieszkanie składa się z:


salonu z aneksem kuchennym


sypialni


łazienki


przestronnego tarasu



Mieszkanie wyposażone w system SMART HOME:
- Steruj funkcjami swojego obiektu w każdej chwili i z dowolnego miejsca na świecie.
- Sterowanie ogrzewanie i oświetleniem to idealna temperatura o każdej porze i niższe rachunki.
- Sterowanie sprzętem AGD i RTV przez telefon, wifi, internet.

Doskonała lokalizacja z bardzo dobrym dostępem do komunikacji miejskiej, licznych punktów usługowych.
Osiedle jest bardzo dobrze skomunikowane z centrum miasta, jak i innymi miastami ościennymi.
W mieszkaniu znajduje się centralne ogrzewanie oraz woda ciepła z sieci miejskiej.
Mieszkanie bezczynszowe z rynku pierwotnego.

Po więcej szczegółów ZAPRASZAM do KONTAKTU



",3,"pełna własność","https://www.otodom.pl/pl/oferta/3-pokoje-ostatnie-terminy-dni-otwarte-21-22-pt-sb-ID4r9Ek",true,"4r9Ek"
"2024-07-08 00:00:00.000","Przytulne mieszkanie 70 m2 - rynek pierwotny","420000","[""market"",""primary""]","70.32","Wilkowice, Wilkowice, bielski, śląskie","","","agency","Nowa inwestycja w Wilkowicach/k. Bielska-Białej przy ul. Pasiecznej 8 wśród zabudowy jednorodzinnej.Na sprzedaż mieszkania na kameralnym, dobrze zlokalizowanym osiedlu. 12 mieszkań w 3 budynkach dwukondygnacyjnych. Metraże z mieszkań ma od 41 mkw do 45 mkw.Mieszkanie na piętrze z niezależnym wejściem, 45.72 mkw z dwoma sypialniami i salonem z aneksem kuchennym z balkonem 4 mkw. Całkowitą powierzchnię 70.32 mkw można uzyskać po adaptacji poddasza o powierzchni 24.6 mkw.Osiedle przy ul.Pasiecznej 8 w Wilkowicach to idealnie zlokalizowane miejsce dla osób które cenią sobie świetną komunikację. Do najbliższego zjazdu z drogi ekspresowej S1 jest 260 m, dworzec kolejowy Wilkowice-Bystra w odległości 180 m. Odległość od ul. Żywieckiej - 280 m. Do najbliższej ścieżki rowerowej wzdłuż rzeki Białej jest ok 145 m. Dojazd do centrum Bielska-Białej zajmuje mniej więcej tyle czasu co z Wapienicy.Dojazd do centrum Bielska-Białej:drogą S1: 10 minutdrogą DK52: 12 minutpociągiem: 11 minutautobusem: 20 minutrowerem: 33 minutySzczyrk: 12 minutŻywiec: 13 minutW najbliższej okolicy znajduje się ośrodek zdrowia (30m) , sklep Żabka (120m), Delikatesy Centrum (300m), przedszkole (400m), sklep Lewiatan (500m), szkoła podstawowa (800m).Osiedle tworzą 3 budynki dwukondygnacyjne o powierzchniach mieszkań od 41 mkw na parterze do 45 mkw na piętrze. Wysoki komfort zapewnią liczne obsadzenia roślinami ozdobnymi, trawniki, wygodne miejsca parkingowe, brama automatyczna oraz małe natężenie ruchu na ul.Pasiecznej. Do każdego mieszkania przynależy komórka lokatorska z zewnętrznym wejściem, w bryle budynku.Na nastrój przyszłych mieszkańców pozytywnie wpłynie bliskość szlaków turystycznych i ścieżek rowerowych. Miłośnicy narciarstwa zjazdowego, skitourowego i biegowego będą mieć do dyspozycji jedne z najlepszych tras w Polsce w Szczyrku i na Magurce. Dojazd do Jeziora Zywieckiego to około 20 minut, co powinno ucieszyć amatorów sportów wodnych. Lotnisko sportowe na górze Żar to gratka dla szybowników i paralotniarzy.Mieszkanie na piętrze z możliwością adaptacji poddasza, 24.6 mkw z niezależnym wejściem, o powierzchni 45.72 mkw, z balkonem 4 mkw składa isię z:salonu z aneksem kuchennym 19,1 mkwsypialni 6,31 mkwsypialni 9,15 mkwłazienki 3,58 mkwwiatrołapu 2,85 mkwpow. komunikacji 2,61 mkwkomórki lokatorskiej 2,12 mkwWysoki standard wykończenia obejmuje:

ogrzewanie podłogowe w całym mieszkaniu
indywidualny dwufunkcyjny piec gazowy
okna 3-szybowe o podwyższonej izolacji termicznej i dźwiękowej
rolety zewnętrzne w kolorze dąb coriander

W cenie mieszkania oferowana jest komórka lokatorska. Do każdego mieszkania należy dokupić podwójne, rodzinne miejsce parkingowego w cenie 15 300 zł. Termin zakończenia inwestycji: lipiec/sierpień 2024Kupujący zwolnieni są z podatku PCC oraz prowizji dla agencji.

Zapraszam do kontaktuNorbert Dydynski+48 534800884",3,"pełna własność","https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-70-m2-rynek-pierwotny-ID4nXey",true,"4nXey"
"2024-07-08 00:00:00.000","Apartament z ogrodem - Sarbinowo","846000","[""market"",""secondary""]","47","ul. Marynarska, Sarbinowo, Mielno, koszaliński, zachodniopomorskie","true","","agency","Mamy przyjemność zaprezentowania Państwu nietuzinkowego apartamentu wraz z ogrodem w miejscowości Sarbinowo.Sarbinowo -  urocza wieś nad Bałtykiem, na Wybrzeżu Sowińskim. Położona w województwie zachodniopomorskim, w powiecie koszalińskim, w gminie Mielno, 7 km na zachód od Mielna i 17 km na północny zachód od Koszalina. Miejscowość spokojna, mimo turystów w okresie letnim. Z rozbudowaną infrastrukturą. Ścieżka rowerowa wzdłuż pasa nadmorskiego,  rozległe lasy,  ruchome wydmy, pyszne jedzenie - to wszystko znajduję się właśnie tu -  w Sarbinowie.Nieruchomość znajduję się na parterze  w apartamentowcu z windą  z 2018 roku, w budynku A.  Składa się z przestronnego salonu z aneksem kuchennym, z oddzielnymi dwoma sypialniami, łazienką oraz przedpokojem. Wnętrze apartamentu komponuje się w kolorach turkusu oraz delikatnego beżu. Nietypową aranżacją nieruchomości to przede wszystkim dodatki, które zostały dobrane z nieskazitelną starannością. Połączenie stylu nowoczesnego z klasyką.  Dzięki temu apartament idealnie wkomponowuje się w standardy dla singli oraz rodzin z dziećmi. Atutem apartamentu jest również przestronny taras, budynek A apartamentowca jest usytuowany jako pierwszy, dzięki czemu daje nam komfortową przestrzeń.  Pełne wyposażenie kuchni oraz toalety w najwyższej jakości sprzęt AGD. Wykonawca zadbał o każdy szczegół oraz z dokładną dbałością wybierał materiały budowlane najlepszej jakości:Wielkim atutem apartamentu jest możliwość  korzystania z basenu zakrytego i odkrytego oraz pysznego jedzenia  z restauracji w budynku B. Całodobowy dostęp mają również nasze pociechy do placu zabaw, który znajduję się na terenie obiektu.Parking duży, z wyznaczonymi miejscami pod apartamenty. Zamykany szlabanem, monitorowany przez kamery oraz firmę ochronną całodobowo.Metraż - 47m2m2 - 18 000 złCzynsz - 681 zł ( w tym zaliczka na media )Ogrzewanie - CentralneNieruchomości w chwili obecnej to najlepsza lokata na życie. Dlatego przedstawiamy Państwu długoterminową inwestycję, która zarabia od swoich pierwszych dni w naszych rękach.Pomagamy w uzyskaniu kredytu 2% oraz hipotecznego. Cena do negocjacjiZapraszam do oglądania, Paulina Kaliszczak::oferta eksportowana z programu mediaRent::",3,"pełna własność","https://www.otodom.pl/pl/oferta/apartament-z-ogrodem-sarbinowo-ID4rbqn",true,"4rbqn"
"2023-09-04 00:00:00.000","Przytulne mieszkanie w pięknej lokalizacji","512160","[""market"",""primary""]","58.2","Dziesiąta, Lublin, lubelskie","","","agency","Szanowni Państwo, oferuję na sprzedaż mieszkanie o powierzchni 58,2 m2 - 3 pokojowe z oddzielną kuchnią o funkcjonalnym, wygodnym rozkładzie pomieszczeń z balkonem. Mieszkanie znajduje się na  I piętrze w pięciopiętrowym bloku z windą. Nieruchomość w stanie deweloperskim, do dowolnej aranżacji przyszłych mieszkańców.Lokal w stanie deweloperskim posiada wszelkie niezbędne instalacje, elektryczną 3 - fazową, wentylację hybrydową, ogrzewanie i ciepła woda z sieci miejskiej.Zestawienie pomieszczeń:- kuchnia 8,84 m2- pokój dzienny 16,01 m2- pokój 8,90 m2- pokój 8,44 m2- łazienka  3,88 m2- WC 1,44 m2- przedpokój 10,69 m2- balkon  5,29 m2Istnieje możliwość zakupu:- miejsce parkingowe podziemne pojedyncze w cenie 32 000 zł,- miejsce postojowe przed budynkiem 18 000 zł,- komórka lokatorska na -1 oraz miejsce na rowery w cenie 3 000 zł/mkw,- komórki na piętrach od 0 do 5 cena 4.500 zł/mkw.Mieszkańcy 6-kondygnacyjnego budynku będą cieszyć się doskonale rozwiniętą infrastrukturą osiedla, place zabaw, bliskością terenów rekreacyjnych, ścieżki rowerowe. Inwestycja jest dostosowana do potrzeb osób z niepełnosprawnością. Lokalizacja z łatwym dostępem do centrum.Kupujący nie pokrywa kosztów prowizji oraz podatku PCC!  ::oferta eksportowana z programu mediaRent::",3,"pełna własność","https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-w-pieknej-lokalizacji-ID4bAFk",true,"4bAFk"
"2023-09-04 00:00:00.000","Domy jednorodzinne pod Wrocławiem","699000","[""market"",""primary""]","115.1","Gałów, Miękinia, średzki, dolnośląskie","true","","agency","POLECAMY DOMY GOTOWE W PROMOCYJNEJ CENIE ! TYLKO TERAZ ZOSTAŁY 3 DOMY    BEZ PODATKU PCC i dodatkowych opłat !!!       Wystawiamy fakturę VAT.   OFERTA PROMOCYJNA!  Polecamy Gotowy dom mieszkalny jednorodzinny w zabudowie wolnostojącej z dwiema kondygnacjami nadziemnymi.  W okolicy nowe domy, luźna niska zabudowa o wokół dużo zieleni, spokojna i cicha okolica.  Główne ZALETY DOMU:  - Duża działka 400m2  - dom bezczynszowy  - przygotowany do montażu paneli fotowoltaicznych  - ogrzewanie ekonomiczną pompa ciepła  - OPCJA PODZIELONEJ PŁATNOŚCI *   * po szczegóły zapraszamy do biura   Media:  - woda  - prąd  - ogrzewanie podłogowe w całym domu zasilane pompą ciepła.  Budynek ocieplony według najnowszych standardów. Działka ogrodzona z trzech stron. Część frontowa do własnej aranżacji. Wejście do budynku wyłożone kostką brukową, wybrukowane również miejsce postojowe na 2 samochody.  W cenie działka oraz udział w drodze dojazdowej.  OPIS budynku:  Po wejściu do budynku znajduje się wiatrołap, z którego przechodzi się do korytarza. Korytarz  jest otwarty na pokój dzienny, jadalnię i kuchnię, przechodzi się też z niego do łazienki oraz schodami na piętro.   Kuchnia otwarta na pokój dzienny, zlokalizowana została od frontu budynku, natomiast pokój dzienny od strony ogrodu.   Po wejściu po schodach mieści się korytarz, z którego dostępne są  pomieszczenia na piętrze - trzy sypialnie i łazienka, z której przechodzi się do kotłowni.  Dach budynku stromy, dwuspadowy.     Zapraszamy na prezentację !!!  ZADZWOŃ DZIŚ!  Taka okazja szybko się nie powtórzy !  Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl art. 66, §1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia.    ",5,"","https://www.otodom.pl/pl/oferta/domy-jednorodzinne-pod-wroclawiem-ID4jVG9",true,"4jVG9"
"2023-09-04 00:00:00.000","Domy ul .Podgórna blisko szkoła!!!!!","830000","[""market"",""primary""]","150","ul. Podgórna, Wieliszew, Wieliszew, legionowski, mazowieckie","true","","agency"," Zapraszam do zapoznania się z ofertą nowo powstającego osiedla w Wieliszewie przy ul. Podgórnej ""REZYDENCJA PODGÓRNA""
Piękny dom w zabudowie bliźniaczej o powierzchni 150 m2,działki 400 m2  
Do szkoły podstawowej 1 km!!!!!!!!!!! Wieliszew ul. Podgórna .Dom spełni wymogi każdej nawet bardzo wymagającej rodziny. Doskonałe połączenie z Warszawą.  Okolica doskonale skomunikowana  blisko pociąg, autobus  dojazd do nieruchomości drogą gminną, niedaleko dworzec PKP  autobus  400m,  szkoła  podstawowa  przedszkole ,kościół,25km do centrum Warszawy i ok 3 km do Legionowa. SUPER LOKALIZACJA!!!!!Do sprzedaży  dom wolnostojący jednorodzinny dwu lokalowy z garażami o powierzchni 150 m2 do każdej połówki  działka o pow. 400 m2. Budynek o nowoczesnej prostokreślnej  bryle .Solidny Inwestor ,Oferta bezpośrednia. Kupujący zwolniony jest z 2% opłaty skarbowej PCC.Doskonale zaprojektowana przestrzeń i solidnie wykonane budynki utrzymane w nowoczesnej architekturze, w pięknej willowej okolicy. Blisko komunikacji miejskiej, idealne miejsce dla rodziny z dziećmi. Nowoczesna willa w zabudowie bliźniaczej w stanie deweloperskim  z atrakcyjnym  wejścia oraz dużymi przeszkleniami łączącymi dom z ogrodem. Reprezentacyjny salon został wyraźnie podzielony na część wypoczynkową przed kinem domowym oraz jasną jadalnię.Otwarta kuchnia z możliwością powiększenia o część spiżarni.Z wiatrołapu dostępna jest część gospodarcza – garaż .Atutem strefy nocnej zlokalizowanej na piętrze domu jest pełna wysokość kondygnacji oraz doświetlenie dużymi oknami.
Dom wybudowany solidnie z wysokiej jakości materiałów. Ogrzewanie podłogowe  w całym budynku,


W budynku zaprojektowano  cztery jasne i ustawne sypialnie, łazienkę, pralnię oraz garderobę.
UKŁAD DOMU:PARTER:Wiatrołap 5,27m2SPIŻARNIA 4,47m2WC  1,80m2Kuchnia + Salon 40,95m2GARAŻ: 21,46 m2
PIĘTROSchody HOL  - 8,33 m2Garderoba - 4,13 m2Sypialnia 1 - 14,40 m2Sypialnia 2 - 12 m2Sypialnia 3 - 10,80 m2
Sypialnia 4 - 17,42 m2Łazienka - 6,29 m2
PRALNIA 4,29M2SERDECZNIE ZAPRASZAMY NA PREZENTACJĘ! 

W celu uzyskania dodatkowych informacji bądź obejrzenia nieruchomości zapraszam do kontaktu.
 Agnieszka Kuczuk-Galińska504 298 052
Bezpośrednie biuro sprzedaży dewelopera.
Kupujący nie płaci podatku PCC.",5,"","https://www.otodom.pl/pl/oferta/domy-ul-podgorna-blisko-szkola-ID4h6xr",true,"4h6xr"
"2023-09-04 00:00:00.000","Dwupoziomowe mieszkanie z ogródkiem- Wawer","1070000","[""market"",""secondary""]","91.4","ul. Pod Brzozami, Zerzeń, Wawer, Warszawa, mazowieckie","","","agency","Zapraszam do zapoznania się z ofertą sprzedaży przestronnego dwupoziomowego mieszkania o powierzchni 91,4 m2 (120 m2 po podłodze), znajdującego się na osiedlu w warszawskim Wawrze. Na pierwszym poziomie znajduje się salon o powierzchni 20 m2 z wyjściem na balkon, który umożliwia relaksujące wieczory na świeżym powietrzu. Z salonu przechodzimy do kuchni w pełni umeblowanej oraz wyposażonej w sprzęt AGD. Na tym poziomie znajduje się także WC oraz przedpokój. Na drugim piętrze znajdują się trzy przytulne sypialnie (o powierzchniach 14 m2, 12 m2 oraz 11 m2) oraz łazienka i przedpokój.Nieużytkowy strych o powierzchni 30 m2 może zostać zagospodarowany według własnych potrzeb. Mieszkanie posiada ogródek o powierzchni 158 m2, który jest wymarzonym miejscem do wypoczynku lub spotkań towarzyskich.  Do lokalu przynależy także miejsce postojowe przed budynkiem.Okolica oferuje wiele udogodnień, takich jak przyjazne dla dzieci place zabaw, baseny z zapleczem fitness oraz tereny zielone przylegające do Wisły. Dodatkowo w pobliżu znajdują się sklepy, apteka, przedszkole i szkoła.Mieszkanie bezczynszowe. Koszty utrzymania są rozliczane na podstawie zużycia mediów. Jest to doskonała oferta dla osób poszukujących spokojnego miejsca blisko centrum Warszawy.",4,"pełna własność","https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-z-ogrodkiem-wawer-ID4mqVq",true,"4mqVq"
"2023-09-04 00:00:00.000","Wyjątkowa lokalizacja wyjątkowej cenie","624250","[""market"",""primary""]","45.4","ul. Starowiejska, Letnica, Gdańsk, pomorskie","","","agency","Osiedle to kompleks budynków mających zróżnicowaną wysokość, od siedmiu do osiemnastu kondygnacji, a na dachu każdego z nich znajduje się wspólna zielona strefa rekreacyjna. Z mieszkań na wyższych piętrach będzie można podziwiać panoramę miasta i piękne widoki na Zatokę Gdańską. Mieszkanie o powierzchni 45,4m2.Pomieszczenia- salon z aneksem kuchennym- sypialnia- łazienka- WC- przedpokój- loggiaLokalizacja- 100 m do plaży- pełna infrastruktura, szkoły, przedszkola, przychodnie- przystanek przy inwestycji- SKM, PKMZalety- lokalizacja- wykorzystanie najnowszych technologii- użycie szlachetnych materiałów wykończeniowych wewnątrz i na zewnątrz budynków, niebanalny projektMożliwość zakupu - komórki przynależnej od 4 958 zł- boksu przynależnego lub zależnego od 7 548 zł - miejsca postojowego w garażu podziemnym lub miejsca garażowego z boksem zależnym 30 000 zł-Dom &amp; House - Specjaliści od marzeń. - Gwarantujemy bezpieczeństwo transakcji- Znajdziemy najtańszy kredyt- Pomoc prawna dzięki współpracy z najlepszymi kancelariami notarialnym i prawnymi- Znajdziemy najtańsze ubezpieczenie nieruchomościPrezentowana oferta ma charakter informacyjny, nie stanowi oferty handlowej w rozumieniu Art. 66 par. 1 Kodeksu Cywilnego.",2,"pełna własność","https://www.otodom.pl/pl/oferta/wyjatkowa-lokalizacja-wyjatkowej-cenie-ID4l4bo",true,"4l4bo"
